salary,car,label 
3918,3500,overspending
4422,5158,overspending
5173,7222,overspending
4222,7590,overspending
5293,6767,overspending
4124,3060,overspending
4169,1719,reasonable consumption
3793,5829,overspending
5404,5952,overspending
4431,5095,overspending
5053,6316,overspending
4157,3298,overspending
3628,6638,overspending
5354,2268,reasonable consumption
4927,3379,general
5283,1947,reasonable consumption
4218,2925,general
5238,4440,overspending
4065,4233,overspending
5458,4091,overspending
3901,4703,overspending
3704,5607,overspending
4467,7562,overspending
5234,3885,overspending
4383,6412,overspending
4185,2606,general
4813,4852,overspending
4812,7456,overspending
4241,2512,general
4237,6670,overspending
4842,3700,overspending
4213,3088,overspending
4144,1985,reasonable consumption
5062,6176,overspending
4135,3841,overspending
4577,6383,overspending
5275,2274,reasonable consumption
5113,8000,overspending
4744,5703,overspending
5410,2205,reasonable consumption
4150,2963,overspending
3517,3643,overspending
4613,1572,reasonable consumption
4137,1454,reasonable consumption
4826,1717,reasonable consumption
5425,7165,overspending
5030,4634,overspending
4867,4360,overspending
4290,3354,overspending
3658,4501,overspending
4919,4007,overspending
3628,5214,overspending
3516,4718,overspending
4355,4831,overspending
4551,5968,overspending
5026,7013,overspending
3740,3507,overspending
3555,6235,overspending
3781,1499,reasonable consumption
5340,4210,overspending
4875,7860,overspending
5483,2499,reasonable consumption
5059,3182,general
5088,1307,reasonable consumption
4481,7981,overspending
3994,5167,overspending
5323,1420,reasonable consumption
4670,5699,overspending
3799,5689,overspending
4553,6109,overspending
5181,3526,general
4235,1614,reasonable consumption
5393,6840,overspending
5315,6026,overspending
3612,7919,overspending
5227,1909,reasonable consumption
4374,2542,general
4684,1971,reasonable consumption
4591,1355,reasonable consumption
5221,3904,overspending
4959,6020,overspending
5113,4281,overspending
3677,7499,overspending
4151,7257,overspending
4989,2925,general
3862,7908,overspending
3614,1754,reasonable consumption
3680,3648,overspending
3681,6991,overspending
3628,5211,overspending
3965,2327,general
5433,2115,reasonable consumption
3611,7849,overspending
4790,4092,overspending
4585,4173,overspending
3674,4930,overspending
5464,3051,general
4479,3235,overspending
3884,3751,overspending
4666,6030,overspending
3868,7269,overspending
4724,7426,overspending
4204,7530,overspending
5435,2211,reasonable consumption
5469,4008,overspending
3842,5984,overspending
3749,2308,general
4171,5704,overspending
3705,6728,overspending
4030,6599,overspending
5183,5763,overspending
4734,1638,reasonable consumption
5377,6598,overspending
4411,5936,overspending
3900,6341,overspending
4951,6683,overspending
3618,1663,reasonable consumption
3939,2539,general
4000,7117,overspending
5095,4551,overspending
5191,7045,overspending
5247,6099,overspending
4329,5611,overspending
4245,4075,overspending
4630,3377,overspending
3654,2109,general
5156,5580,overspending
4389,3452,overspending
5313,5042,overspending
5154,6284,overspending
4989,5970,overspending
5472,7508,overspending
5363,5979,overspending
5188,7056,overspending
5290,5938,overspending
4949,2309,reasonable consumption
4892,7150,overspending
4799,1384,reasonable consumption
5070,4832,overspending
5200,4289,overspending
4696,7492,overspending
3576,4437,overspending
5425,1417,reasonable consumption
5308,1463,reasonable consumption
5080,7589,overspending
4418,5631,overspending
3985,7077,overspending
5063,1956,reasonable consumption
4863,6800,overspending
3727,6022,overspending
5253,1242,reasonable consumption
3864,4601,overspending
5478,4385,overspending
3596,6965,overspending
4480,5564,overspending
4927,3375,general
5156,6527,overspending
4156,6992,overspending
5246,2367,reasonable consumption
4531,5782,overspending
4289,4763,overspending
3778,6873,overspending
4788,5101,overspending
4356,3376,overspending
4223,2615,general
3935,2896,overspending
4829,1743,reasonable consumption
4018,2304,general
3897,5449,overspending
4712,2601,general
5483,2322,reasonable consumption
4920,6563,overspending
4770,7588,overspending
3964,1775,reasonable consumption
4677,7440,overspending
3760,7278,overspending
5264,7948,overspending
4557,7477,overspending
4048,4478,overspending
4595,5577,overspending
4129,1368,reasonable consumption
4452,7006,overspending
4873,1528,reasonable consumption
4398,4654,overspending
5347,3152,general
4918,7175,overspending
4660,6834,overspending
5248,6808,overspending
4946,4539,overspending
5000,7847,overspending
4977,1523,reasonable consumption
4643,2410,general
3897,4966,overspending
5146,3936,overspending
4791,3565,overspending
4471,2575,general
4050,2335,general
3862,3828,overspending
4746,6561,overspending
5407,6586,overspending
5152,6401,overspending
3695,5351,overspending
3592,1749,reasonable consumption
4997,4635,overspending
4804,6424,overspending
4849,6815,overspending
4783,7148,overspending
4809,5856,overspending
3501,3998,overspending
4771,7949,overspending
3878,2791,overspending
3503,2653,overspending
4202,1496,reasonable consumption
4095,1615,reasonable consumption
4411,7934,overspending
3557,5585,overspending
5164,3265,general
4216,7955,overspending
5359,6069,overspending
4933,5597,overspending
5086,2801,general
3904,1308,reasonable consumption
3924,5453,overspending
5471,6477,overspending
4203,7459,overspending
3580,7190,overspending
4482,5680,overspending
4058,6319,overspending
3643,1578,reasonable consumption
4504,5242,overspending
4970,5191,overspending
4485,5467,overspending
4578,7012,overspending
3627,7833,overspending
4470,2609,general
5175,7581,overspending
4520,5405,overspending
4865,4546,overspending
3996,6027,overspending
5147,7601,overspending
4250,2886,general
4713,4714,overspending
4604,1816,reasonable consumption
4748,1286,reasonable consumption
4595,6409,overspending
4743,4927,overspending
4901,6508,overspending
4953,6160,overspending
3880,4485,overspending
3632,6337,overspending
5232,6078,overspending
3679,7360,overspending
5240,5379,overspending
4002,3238,overspending
5412,7846,overspending
3699,6291,overspending
5429,2024,reasonable consumption
4627,1316,reasonable consumption
4992,7403,overspending
3524,5647,overspending
4706,3373,overspending
4902,2273,reasonable consumption
3896,3896,overspending
4372,5199,overspending
3937,5509,overspending
4585,4136,overspending
4255,5302,overspending
4388,6905,overspending
4085,1426,reasonable consumption
3919,4536,overspending
4287,1658,reasonable consumption
4631,1739,reasonable consumption
4126,6474,overspending
5119,2093,reasonable consumption
3744,2352,general
4615,4829,overspending
3820,2135,general
4398,6836,overspending
3528,1355,reasonable consumption
4071,5604,overspending
5174,4988,overspending
5467,7937,overspending
5260,5541,overspending
5205,5720,overspending
5485,6001,overspending
3813,2165,general
4965,4358,overspending
3949,6880,overspending
4594,1773,reasonable consumption
5480,5945,overspending
5407,5034,overspending
5319,5882,overspending
4107,7095,overspending
5186,7986,overspending
3626,7476,overspending
4497,3131,general
5397,5368,overspending
5061,1881,reasonable consumption
3715,4392,overspending
3859,3778,overspending
4695,3823,overspending
4125,2404,general
4629,1612,reasonable consumption
5320,7020,overspending
4585,6204,overspending
4409,2988,general
5132,3178,general
5326,7623,overspending
5274,7977,overspending
5123,4483,overspending
5290,4854,overspending
3620,1670,reasonable consumption
3680,1675,reasonable consumption
5189,3225,general
3521,3951,overspending
5464,3912,overspending
5215,4489,overspending
5188,2954,general
4220,2969,overspending
5297,5813,overspending
5360,2187,reasonable consumption
3620,5161,overspending
3559,2292,general
3910,2643,general
3965,7693,overspending
4712,2938,general
5143,6480,overspending
4521,4080,overspending
5016,5741,overspending
4801,4806,overspending
5168,3582,general
4770,4341,overspending
4817,7045,overspending
4240,7010,overspending
5262,3312,general
3636,7993,overspending
3503,4110,overspending
4146,1882,reasonable consumption
5257,1758,reasonable consumption
4793,2472,general
5173,4849,overspending
5366,7654,overspending
3664,5668,overspending
3653,2053,general
4783,6223,overspending
4686,5570,overspending
4342,2206,general
5329,4123,overspending
4973,6256,overspending
4078,7024,overspending
3612,6625,overspending
4133,7416,overspending
3962,3570,overspending
4170,1419,reasonable consumption
4163,7105,overspending
4142,3320,overspending
5000,5104,overspending
4518,4687,overspending
3701,1424,reasonable consumption
4231,6297,overspending
4423,4951,overspending
3541,6164,overspending
4581,2582,general
5469,5675,overspending
4674,2321,reasonable consumption
4630,6221,overspending
4986,7913,overspending
3850,4247,overspending
5251,4361,overspending
4359,4779,overspending
3967,6147,overspending
4650,4643,overspending
4877,7045,overspending
3774,2553,general
3957,3158,overspending
5015,3144,general
3618,7149,overspending
3514,7580,overspending
5240,1795,reasonable consumption
4764,7447,overspending
4296,1407,reasonable consumption
4255,5464,overspending
4928,7790,overspending
4856,3254,general
3521,6037,overspending
3935,6515,overspending
5153,1427,reasonable consumption
4990,2264,reasonable consumption
5471,6966,overspending
4393,4335,overspending
3854,6724,overspending
4845,1248,reasonable consumption
5006,3414,general
3577,3630,overspending
4887,2122,reasonable consumption
4516,1624,reasonable consumption
4383,4140,overspending
4001,4149,overspending
4028,3338,overspending
3956,3442,overspending
3951,5644,overspending
5292,4465,overspending
5165,3195,general
5385,6571,overspending
4159,3223,overspending
4601,5060,overspending
4763,2830,general
4066,6844,overspending
5026,5588,overspending
5094,6688,overspending
4803,4991,overspending
3923,6563,overspending
4334,3832,overspending
5380,7120,overspending
4018,3965,overspending
5044,6892,overspending
4006,4700,overspending
4229,6422,overspending
4890,7028,overspending
5329,6696,overspending
4179,6467,overspending
5359,6775,overspending
4727,6077,overspending
4425,3384,overspending
5107,3708,overspending
3779,7451,overspending
4595,2218,reasonable consumption
4572,3585,overspending
4462,7920,overspending
5111,5614,overspending
5311,5333,overspending
5390,7200,overspending
5188,2044,reasonable consumption
4447,5139,overspending
4056,2647,general
3997,6443,overspending
4914,3357,general
4037,6589,overspending
5480,6459,overspending
3887,1903,reasonable consumption
3853,5081,overspending
3913,6505,overspending
5467,4192,overspending
5304,6847,overspending
3982,1348,reasonable consumption
3504,4213,overspending
3825,1566,reasonable consumption
3640,6216,overspending
5239,2175,reasonable consumption
4756,3086,general
5438,1981,reasonable consumption
5446,1579,reasonable consumption
3700,4215,overspending
4767,1670,reasonable consumption
5464,7264,overspending
3716,7915,overspending
5431,6099,overspending
4857,7217,overspending
3820,4981,overspending
3869,6099,overspending
5130,2279,reasonable consumption
4371,4355,overspending
4928,5966,overspending
4536,2939,general
4458,5457,overspending
5262,1312,reasonable consumption
4208,3310,overspending
4062,7504,overspending
4490,3257,overspending
5334,2583,reasonable consumption
5265,3651,general
3542,7757,overspending
5064,4030,overspending
4519,5771,overspending
4564,1811,reasonable consumption
5297,4232,overspending
5054,2974,general
4913,2911,general
4544,3715,overspending
3609,1404,reasonable consumption
5494,2207,reasonable consumption
4058,7268,overspending
3695,4538,overspending
4377,5400,overspending
3911,3762,overspending
5487,3867,overspending
4938,6714,overspending
4961,8000,overspending
3681,4922,overspending
3964,5620,overspending
4014,6046,overspending
4150,4705,overspending
4484,4587,overspending
4891,5802,overspending
5198,1645,reasonable consumption
5262,7686,overspending
5116,7924,overspending
4966,3128,general
4404,6527,overspending
5111,4344,overspending
3981,1732,reasonable consumption
4344,4464,overspending
4242,1865,reasonable consumption
4657,3075,general
4796,6474,overspending
3902,5939,overspending
5032,3695,overspending
4163,7606,overspending
5368,6804,overspending
4447,6865,overspending
4526,6042,overspending
3954,2914,overspending
4567,3989,overspending
5194,7990,overspending
3792,5227,overspending
3532,5115,overspending
3550,7369,overspending
5039,3413,general
4079,2889,overspending
4107,6176,overspending
5175,5504,overspending
4967,7820,overspending
5270,3572,general
5263,3803,overspending
4597,4491,overspending
5050,2171,reasonable consumption
4994,1759,reasonable consumption
3857,6040,overspending
3791,6494,overspending
5081,2618,general
5145,4536,overspending
3591,1488,reasonable consumption
4695,3274,general
5267,3886,overspending
4815,1470,reasonable consumption
3888,6614,overspending
5249,5884,overspending
5466,6434,overspending
5151,3312,general
5399,4412,overspending
5073,1805,reasonable consumption
5435,4164,overspending
4362,2497,general
3647,2945,overspending
3819,1476,reasonable consumption
3571,2382,general
5231,3474,general
3786,3215,overspending
4283,6414,overspending
4651,2410,general
4071,6963,overspending
4233,1954,reasonable consumption
4326,1710,reasonable consumption
4507,3882,overspending
5349,7552,overspending
4865,5007,overspending
5420,1392,reasonable consumption
4277,5328,overspending
5163,5288,overspending
5245,6673,overspending
5482,5122,overspending
5089,6248,overspending
4928,5801,overspending
4104,7417,overspending
3674,7954,overspending
5146,7901,overspending
3929,3926,overspending
3600,7394,overspending
5300,2256,reasonable consumption
5138,5197,overspending
4845,5806,overspending
4846,2688,general
4645,2928,general
4971,1365,reasonable consumption
4177,7015,overspending
3721,6248,overspending
4005,5304,overspending
4788,6708,overspending
4457,7439,overspending
4381,7997,overspending
4065,5303,overspending
4752,3896,overspending
3845,4927,overspending
5053,7250,overspending
5457,4913,overspending
4663,4174,overspending
5287,2262,reasonable consumption
4693,7514,overspending
5497,1613,reasonable consumption
5309,6958,overspending
5060,7103,overspending
4902,1629,reasonable consumption
4620,1923,reasonable consumption
5089,6310,overspending
5119,3988,overspending
4506,5741,overspending
5208,3363,general
4319,3175,overspending
5233,2157,reasonable consumption
4739,1454,reasonable consumption
5079,5990,overspending
3605,5899,overspending
3717,1418,reasonable consumption
5158,5057,overspending
4041,2106,general
3609,7673,overspending
3724,7020,overspending
4714,1912,reasonable consumption
4260,2928,general
4375,3196,overspending
4477,2425,general
4038,2015,reasonable consumption
5220,3837,overspending
4321,1872,reasonable consumption
4781,4353,overspending
4826,4510,overspending
3657,6567,overspending
4303,5439,overspending
3891,2554,general
4351,2063,reasonable consumption
5406,2194,reasonable consumption
3506,7663,overspending
4072,7833,overspending
5152,6052,overspending
4170,5342,overspending
3853,2958,overspending
4376,7104,overspending
5053,4521,overspending
4690,3902,overspending
4281,2914,general
5394,3463,general
3530,7419,overspending
3819,2019,general
5289,5083,overspending
3643,1868,general
4074,5041,overspending
4353,4442,overspending
5468,6710,overspending
4552,7411,overspending
4413,4776,overspending
3987,6557,overspending
4559,4043,overspending
5165,4721,overspending
4581,5226,overspending
4815,2113,reasonable consumption
4936,6727,overspending
4388,4850,overspending
4312,4805,overspending
5326,6214,overspending
5183,5168,overspending
5418,1373,reasonable consumption
3552,7629,overspending
4324,4989,overspending
4055,2672,general
5208,2773,general
4954,1200,reasonable consumption
4602,3221,general
3725,1691,reasonable consumption
4409,4138,overspending
4781,7506,overspending
3671,4732,overspending
3580,1495,reasonable consumption
4545,1338,reasonable consumption
5104,1423,reasonable consumption
4837,4927,overspending
3742,4628,overspending
4338,2561,general
4477,6786,overspending
4491,3511,overspending
4576,2908,general
4274,1414,reasonable consumption
5092,2381,reasonable consumption
4254,3867,overspending
4454,4680,overspending
4402,1883,reasonable consumption
3680,6153,overspending
4124,5057,overspending
4293,7178,overspending
5087,4484,overspending
5350,2760,general
4869,2817,general
4349,3507,overspending
5410,6574,overspending
3905,7819,overspending
3651,4443,overspending
4256,4303,overspending
4141,3943,overspending
4061,7342,overspending
3833,2528,general
3731,5314,overspending
3548,6811,overspending
3883,5224,overspending
5029,2119,reasonable consumption
4984,3675,overspending
4160,3665,overspending
4120,3506,overspending
3886,7930,overspending
4059,1317,reasonable consumption
3868,6123,overspending
4332,3812,overspending
3645,5213,overspending
5292,1244,reasonable consumption
4329,4575,overspending
5032,1595,reasonable consumption
4226,7866,overspending
4738,7863,overspending
3877,2531,general
4250,5388,overspending
3640,7124,overspending
5179,4689,overspending
5224,4525,overspending
4394,5740,overspending
4693,5368,overspending
3522,6063,overspending
4262,6757,overspending
3953,6533,overspending
3585,3717,overspending
3993,7122,overspending
4290,5042,overspending
5381,6310,overspending
5018,4327,overspending
4369,5158,overspending
3522,3968,overspending
5262,1805,reasonable consumption
4885,5301,overspending
4245,7129,overspending
4496,2144,reasonable consumption
4854,1567,reasonable consumption
4703,5563,overspending
4006,5594,overspending
4247,1967,reasonable consumption
4668,7238,overspending
3567,6759,overspending
3854,5237,overspending
5010,6799,overspending
4921,4729,overspending
4258,7271,overspending
4522,6993,overspending
5468,6995,overspending
5425,7990,overspending
5427,5294,overspending
3987,5410,overspending
5127,1350,reasonable consumption
5042,5475,overspending
3856,1485,reasonable consumption
4761,6589,overspending
5460,5904,overspending
3838,6401,overspending
4372,4484,overspending
3589,7114,overspending
5044,5778,overspending
4626,2661,general
3628,4923,overspending
4393,2429,general
3754,5693,overspending
4066,4769,overspending
3574,5068,overspending
4249,4172,overspending
4119,2145,general
4709,7328,overspending
3884,7709,overspending
5426,2132,reasonable consumption
3924,1260,reasonable consumption
4985,1673,reasonable consumption
4180,1632,reasonable consumption
5019,4970,overspending
4808,3769,overspending
3977,2810,overspending
4562,5687,overspending
4156,3123,overspending
5100,6057,overspending
5084,4197,overspending
5465,1457,reasonable consumption
5115,6524,overspending
4013,1882,reasonable consumption
5414,4918,overspending
3916,4043,overspending
5421,7673,overspending
3660,7665,overspending
4568,2358,general
4238,6565,overspending
4292,6554,overspending
3898,5959,overspending
3924,2762,overspending
4342,4961,overspending
5414,2553,reasonable consumption
3977,4976,overspending
3871,7735,overspending
5369,4592,overspending
5047,6425,overspending
4157,7523,overspending
5480,4648,overspending
3552,2959,overspending
4246,4419,overspending
3899,7135,overspending
5329,3020,general
4216,6846,overspending
4036,6678,overspending
5175,1351,reasonable consumption
4869,2161,reasonable consumption
4680,6990,overspending
3759,7809,overspending
5110,1437,reasonable consumption
3528,7415,overspending
3515,4151,overspending
3655,5698,overspending
5128,6252,overspending
3517,5974,overspending
4867,5161,overspending
5457,7584,overspending
3817,7265,overspending
3999,5405,overspending
5029,3475,general
3870,2950,overspending
4598,6685,overspending
3541,2030,general
4754,7267,overspending
3523,5137,overspending
5283,1312,reasonable consumption
4587,5496,overspending
5393,2556,reasonable consumption
5214,4666,overspending
3904,6480,overspending
4243,6758,overspending
4462,2915,general
4113,6052,overspending
4153,2774,general
4198,4184,overspending
4930,6837,overspending
4694,4173,overspending
4893,5827,overspending
3679,3754,overspending
3761,7378,overspending
4017,7929,overspending
3615,3499,overspending
4527,6537,overspending
4121,3768,overspending
4219,7826,overspending
4882,7418,overspending
4532,3532,overspending
4953,7757,overspending
5106,5064,overspending
5256,7529,overspending
3725,7651,overspending
5126,2481,reasonable consumption
4087,5011,overspending
5010,3575,overspending
3781,1516,reasonable consumption
3674,6417,overspending
4294,4899,overspending
5177,7910,overspending
4889,1543,reasonable consumption
3602,7836,overspending
5218,5150,overspending
4494,5086,overspending
5354,2320,reasonable consumption
4537,4798,overspending
3595,1569,reasonable consumption
4836,2169,reasonable consumption
4313,2130,reasonable consumption
4828,2169,reasonable consumption
5361,1931,reasonable consumption
3959,2702,general
4896,6986,overspending
5472,2263,reasonable consumption
4300,6471,overspending
4529,4421,overspending
5123,3652,overspending
4257,5057,overspending
4580,6493,overspending
4354,7821,overspending
4338,5446,overspending
4290,1850,reasonable consumption
4999,7238,overspending
5265,7636,overspending
4749,1671,reasonable consumption
5488,6980,overspending
4638,2227,reasonable consumption
4959,3136,general
4527,4362,overspending
5202,7071,overspending
5142,3087,general
4001,6750,overspending
4556,5381,overspending
3833,1673,reasonable consumption
4391,4363,overspending
4917,2684,general
4502,3567,overspending
4620,2595,general
5237,6758,overspending
4622,3999,overspending
3817,2734,overspending
4198,1816,reasonable consumption
5395,1331,reasonable consumption
4565,4380,overspending
5345,5444,overspending
4140,6553,overspending
4050,5048,overspending
5253,7686,overspending
3868,2515,general
3741,6315,overspending
4182,1265,reasonable consumption
3977,7635,overspending
4023,6921,overspending
4044,1396,reasonable consumption
3866,6193,overspending
3799,2041,general
4412,4582,overspending
4123,4562,overspending
4403,7137,overspending
4821,5794,overspending
3593,2785,overspending
4845,4653,overspending
4308,1941,reasonable consumption
3849,2270,general
4078,5730,overspending
5035,6366,overspending
3898,7904,overspending
4333,2707,general
3930,1787,reasonable consumption
5381,3967,overspending
3646,6750,overspending
4479,1863,reasonable consumption
4335,1807,reasonable consumption
4482,5730,overspending
4630,1291,reasonable consumption
4268,2621,general
4591,3474,overspending
4918,3592,overspending
3501,3490,overspending
5448,3904,overspending
5426,4304,overspending
4654,1340,reasonable consumption
4876,3591,overspending
3545,6139,overspending
5172,2547,reasonable consumption
5422,2403,reasonable consumption
4655,4285,overspending
4139,3770,overspending
5174,2171,reasonable consumption
4501,3963,overspending
4483,5721,overspending
5325,6944,overspending
4936,3797,overspending
4405,3690,overspending
3910,1824,reasonable consumption
5334,2992,general
3951,2247,general
5065,3477,general
3689,5916,overspending
5216,2631,general
4256,2285,general
4657,1394,reasonable consumption
4297,4884,overspending
4781,3933,overspending
4080,5549,overspending
3698,1691,reasonable consumption
4562,7753,overspending
3908,5386,overspending
3631,3654,overspending
5269,6443,overspending
4438,2346,general
4005,3343,overspending
4825,3057,general
4844,3185,general
5329,3489,general
4587,5696,overspending
4350,1550,reasonable consumption
3557,1589,reasonable consumption
4696,4744,overspending
4810,6211,overspending
3971,5504,overspending
3549,6188,overspending
4571,7820,overspending
4206,6824,overspending
4468,6325,overspending
4630,4142,overspending
5188,2973,general
5268,5184,overspending
4308,4028,overspending
3712,1515,reasonable consumption
5043,3842,overspending
5338,2234,reasonable consumption
5305,5441,overspending
4420,3939,overspending
4986,7966,overspending
5247,4983,overspending
5124,1648,reasonable consumption
3840,3515,overspending
4991,2635,general
4428,7637,overspending
4448,3301,overspending
4685,6190,overspending
3509,4604,overspending
4144,2749,general
4283,2646,general
4494,4723,overspending
4652,1652,reasonable consumption
4438,6646,overspending
4694,6028,overspending
3864,6286,overspending
3812,2508,general
4024,4076,overspending
5314,2400,reasonable consumption
5139,6292,overspending
5178,4872,overspending
4067,2655,general
4769,3604,overspending
3792,1687,reasonable consumption
4802,1698,reasonable consumption
4194,6251,overspending
3959,6290,overspending
5488,3595,general
4849,1429,reasonable consumption
4820,5297,overspending
3824,3964,overspending
3801,2096,general
5310,1354,reasonable consumption
4428,3838,overspending
5107,5367,overspending
3611,3167,overspending
4959,6975,overspending
5421,1756,reasonable consumption
4069,4498,overspending
4266,6304,overspending
3823,7044,overspending
4866,7794,overspending
5176,5020,overspending
4643,5912,overspending
5073,2782,general
4193,2623,general
5034,7614,overspending
4149,2627,general
5350,6541,overspending
3890,7361,overspending
3847,3971,overspending
4524,7697,overspending
5180,6635,overspending
4099,5633,overspending
3883,6325,overspending
5335,5355,overspending
3912,7112,overspending
3975,2875,overspending
4153,5020,overspending
4591,3259,overspending
3798,2879,overspending
4068,1605,reasonable consumption
5375,3014,general
4520,1373,reasonable consumption
4257,3358,overspending
4863,7277,overspending
3782,5421,overspending
4298,2839,general
3544,3631,overspending
4060,1827,reasonable consumption
4854,3317,general
3541,6340,overspending
5327,1302,reasonable consumption
4325,3621,overspending
4047,6227,overspending
4441,7589,overspending
3571,4522,overspending
5048,1994,reasonable consumption
5229,7972,overspending
4259,1855,reasonable consumption
5005,4450,overspending
5392,1670,reasonable consumption
4456,3977,overspending
4166,2591,general
5085,7047,overspending
4049,1811,reasonable consumption
4387,1806,reasonable consumption
5065,1788,reasonable consumption
5421,3494,general
5339,5283,overspending
4305,4844,overspending
3695,6490,overspending
4239,3123,overspending
3784,1841,reasonable consumption
4136,5121,overspending
5449,1704,reasonable consumption
5434,7194,overspending
5085,4739,overspending
4141,7530,overspending
4638,3568,overspending
4241,7473,overspending
4996,5603,overspending
4642,5622,overspending
4407,5903,overspending
4169,4523,overspending
3919,7698,overspending
5491,2588,reasonable consumption
5033,3840,overspending
4149,5532,overspending
4979,7844,overspending
5085,3544,general
3686,2163,general
5349,2778,general
4062,3017,overspending
4328,1266,reasonable consumption
3990,1855,reasonable consumption
4573,3644,overspending
4593,6119,overspending
3899,6355,overspending
4689,2984,general
3548,7590,overspending
4955,2994,general
4419,6272,overspending
4626,4774,overspending
4527,3358,overspending
3700,7180,overspending
4819,4476,overspending
4767,7904,overspending
5364,3956,overspending
3618,4348,overspending
4448,4322,overspending
4483,6492,overspending
4055,6757,overspending
4574,7499,overspending
3665,3266,overspending
5182,7379,overspending
4656,3345,overspending
3578,4563,overspending
4118,5707,overspending
4374,2143,reasonable consumption
4602,6697,overspending
5396,2461,reasonable consumption
5232,4159,overspending
4943,6730,overspending
4032,2154,general
5369,7562,overspending
4016,3432,overspending
4446,5269,overspending
4331,2597,general
5446,4735,overspending
5098,7689,overspending
3877,7273,overspending
4780,3888,overspending
4289,7394,overspending
4481,3710,overspending
3710,3682,overspending
3746,7980,overspending
4964,7852,overspending
4083,6565,overspending
5454,1719,reasonable consumption
3544,2460,general
3832,2420,general
5047,7907,overspending
3615,4310,overspending
5272,6024,overspending
3675,3094,overspending
5470,7150,overspending
4987,5952,overspending
5101,6966,overspending
4013,5630,overspending
4658,2288,reasonable consumption
3921,2945,overspending
4661,1439,reasonable consumption
4137,6116,overspending
5096,4115,overspending
5029,1807,reasonable consumption
3891,3606,overspending
3928,7548,overspending
5393,7329,overspending
4969,1477,reasonable consumption
3719,3322,overspending
4359,5862,overspending
4531,6672,overspending
4209,1633,reasonable consumption
4788,6452,overspending
4209,7104,overspending
5280,7244,overspending
5491,7021,overspending
4126,3835,overspending
4536,6338,overspending
3966,5744,overspending
4066,2553,general
3886,1819,reasonable consumption
4545,7445,overspending
4644,1948,reasonable consumption
5075,1369,reasonable consumption
4012,5176,overspending
3717,5040,overspending
4559,3147,general
5163,4105,overspending
3857,2526,general
5128,1711,reasonable consumption
5288,4356,overspending
3899,1806,reasonable consumption
5461,2883,general
4166,4500,overspending
4219,7387,overspending
4537,6528,overspending
5123,5186,overspending
5192,1340,reasonable consumption
4679,5978,overspending
4742,6957,overspending
4951,5713,overspending
4537,3371,overspending
4315,6418,overspending
4019,3483,overspending
4000,7495,overspending
3619,1899,general
3741,5056,overspending
4853,7411,overspending
4327,4507,overspending
5171,5223,overspending
4234,6512,overspending
4242,2398,general
4995,3276,general
4233,1391,reasonable consumption
4781,5024,overspending
5032,2582,general
4832,5770,overspending
4635,5422,overspending
4308,7374,overspending
4850,3025,general
5125,3084,general
4765,1752,reasonable consumption
3524,3763,overspending
3899,6996,overspending
4530,6543,overspending
4232,2698,general
5309,2214,reasonable consumption
3818,6780,overspending
5308,7205,overspending
4872,7780,overspending
3891,2230,general
4010,1273,reasonable consumption
4741,1887,reasonable consumption
3597,5113,overspending
3899,4375,overspending
3669,1438,reasonable consumption
4611,4344,overspending
3838,3036,overspending
3614,4361,overspending
4558,2608,general
5382,1552,reasonable consumption
4196,3535,overspending
4582,3718,overspending
4553,4772,overspending
3725,5211,overspending
4167,4872,overspending
3956,5520,overspending
5022,5854,overspending
5363,6690,overspending
4869,4917,overspending
5426,4472,overspending
4270,4894,overspending
4035,2607,general
5133,5912,overspending
4661,7423,overspending
4513,4244,overspending
4983,6201,overspending
4860,4260,overspending
4316,7844,overspending
3696,6025,overspending
4818,6529,overspending
3601,6688,overspending
5170,7851,overspending
5367,5837,overspending
3655,3654,overspending
4516,2419,general
4567,4122,overspending
4605,2750,general
4340,3947,overspending
4062,5262,overspending
4880,6953,overspending
4197,2611,general
3912,6737,overspending
4069,6673,overspending
4665,7654,overspending
4942,3794,overspending
4114,6136,overspending
4244,1681,reasonable consumption
4785,6383,overspending
4427,3216,overspending
4678,1323,reasonable consumption
4918,2966,general
4141,7083,overspending
5400,5280,overspending
3542,4151,overspending
4590,3413,overspending
4910,1503,reasonable consumption
5358,6934,overspending
3991,4295,overspending
4786,3939,overspending
3676,5509,overspending
5173,3198,general
4366,7049,overspending
5395,7200,overspending
4705,4745,overspending
4599,3327,overspending
3950,3171,overspending
3666,1565,reasonable consumption
3828,4880,overspending
4045,3152,overspending
4930,6211,overspending
4893,5732,overspending
4650,1832,reasonable consumption
4499,2629,general
4620,1655,reasonable consumption
5060,6554,overspending
5210,6657,overspending
4803,7594,overspending
5226,7741,overspending
3785,7753,overspending
3657,2733,overspending
4096,7776,overspending
5182,2031,reasonable consumption
4317,4197,overspending
4326,1448,reasonable consumption
3551,2180,general
3592,3855,overspending
3581,3388,overspending
4879,4374,overspending
3674,2495,general
5452,6543,overspending
5348,5508,overspending
4159,5565,overspending
5451,4025,overspending
3937,5335,overspending
4285,5067,overspending
4653,7771,overspending
4303,6289,overspending
5149,6639,overspending
3910,4718,overspending
4878,7612,overspending
5348,5798,overspending
3617,5398,overspending
4160,1680,reasonable consumption
3659,2892,overspending
5135,6882,overspending
5163,2841,general
4737,2393,general
4343,6138,overspending
3643,3917,overspending
5281,7818,overspending
5481,2119,reasonable consumption
4174,4782,overspending
